0,6.99
1,7.02
2,7.24
3,7.44
4,7.85
5,9.0
6,10.58
7,13.83
8,21.39
9,37.78
10,38.9
11,41.08
12,44.86
13,50.97
14,55.23
15,59.33
16,65.53
17,71.59
18,76.56
19,77.94
20,78.04
21,77.4
22,77.42
23,79.93
24,85.29
25,85.69
26,87.23
