0,7.88
1,8.71
2,11.2
3,18.86
4,26.75
5,35.37
6,49.0
7,63.6
8,73.15
9,86.93
10,89.19
11,87.98
12,86.78
13,87.49
14,87.88
15,89.2
16,89.73
17,89.88
18,90.0
19,90.0
20,89.89
21,89.73
22,89.91
23,89.33
24,89.45
25,89.5
26,88.84
